ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1,,304.175,600.39,188.335,606.875,-192.22,-12.345,315.45,577.635,876.65,636.935,1.45,488.315,828.37,736.365,725.715,959.54,495.59,370.875,846.435
9,,242.945,533.12,28.48,528.015,-250.36,-89.21,167.21,562.885,801.025,475.41,-84.515,364.68,785.385,715.3,556.67,926.955,288.405,218.905,846.05
17,,206.825,473.18,-89.805,493.45,-276.115,-114.94,56.06,545.775,705.07,315.47,-137.905,270.275,740.035,716.285,398.245,890.11,101.895,116.59,855.335
25,,187.68,446.06,-159.355,512.475,-273.64,-87.19,-1.96,528.71,594.4,189.845,-155.07,207.73,697.045,739.755,280.98,854.515,-46.545,77.19,872.53
33,,201.315,466.87,-174.825,576.08,-239.09,-5.08,0.38,525.875,485.07,119.935,-124.665,187.09,666.205,781.335,225.385,830.6,-145.575,105.765,896.02
41,,256.64,537.31,-132.04,663.67,-168.815,129.205,65.32,561.685,415.015,115.945,-39.29,219.705,652.485,837.905,240.49,835.21,-186.9,200.615,924.76
49,,356.97,644.3,-28.045,759.59,-53.12,308.525,188.925,641.845,407.035,181.155,104.405,308.035,667.235,906.61,324.36,873.305,-162.04,352.29,957.98
57,,493.1,765.53,133.57,855.23,110.635,513.5,356.025,750.515,466.835,309.67,301.0,443.67,728.18,983.795,459.83,935.245,-63.89,535.99,995.43
65,,640.59,884.615,340.145,949.865,318.33,710.725,537.135,875.24,583.84,485.895,533.285,609.105,835.685,1067.095,622.285,1016.725,111.68,732.83,1036.335
73,,788.33,993.22,563.035,1043.02,553.915,890.45,721.84,1005.675,727.4,683.52,764.17,782.84,971.31,1153.94,795.925,1114.66,355.125,931.68,1079.925
81,,932.72,1087.015,769.72,1132.685,786.94,1047.58,901.435,1132.03,881.035,873.855,978.705,955.725,1114.035,1245.855,964.445,1223.65,641.175,1127.395,
89,,1067.505,1164.31,957.55,1215.11,989.635,1183.915,1069.585,1249.345,1031.125,1043.485,1168.835,1119.035,1247.475,1342.49,1115.905,1335.405,920.965,1312.49,
97,,1190.295,1224.075,1126.83,1288.44,1156.94,1301.055,1225.22,1352.385,1170.82,1189.05,1327.745,1268.61,1367.25,1439.845,1250.74,1440.55,1173.1,1479.765,
105,,1296.1,1265.95,1277.12,1349.85,1286.7,1398.73,1366.915,1437.085,1293.1,1313.35,1454.225,1401.11,1469.315,1532.3,1367.615,1533.11,1386.82,1622.775,
113,,1380.965,1290.6,1409.235,1395.65,1380.44,1478.135,1490.885,1501.135,1394.545,1417.475,1549.645,1513.72,1551.79,1613.495,1465.135,1609.79,1560.71,1738.745,
121,,1445.19,1302.82,1519.97,1424.595,1443.05,1538.705,1594.1,1549.635,1472.06,1505.895,1615.82,1605.17,1614.825,1677.725,1540.39,1668.535,1696.465,1823.735,
129,,1489.465,1306.14,1610.5,1437.0,1479.53,1577.975,1673.48,1586.23,1523.96,1578.795,1655.79,1672.055,1657.605,1715.545,1591.02,1706.68,1796.01,1879.78,
137,,1513.465,1302.91,1678.56,1434.735,1496.1,1595.465,1725.695,1612.26,1547.67,1635.225,1673.095,1711.23,1681.895,1728.36,1618.38,1722.69,1864.47,1908.675,
145,,1518.295,1294.24,1721.435,1420.52,1496.23,1591.32,1751.095,1627.835,1547.38,1674.13,1672.835,1723.475,1686.875,1720.815,1624.745,1719.85,1903.725,1915.315,
153,,1506.99,1280.84,1738.3,1397.55,1483.835,1570.365,1751.365,1631.87,1528.355,1694.055,1659.535,1715.995,1674.545,1699.065,1614.145,1702.265,1916.015,1904.425,
161,,1483.53,1263.545,1730.27,1368.75,1462.875,1536.85,1727.835,1623.31,1495.42,1691.94,1635.59,1694.33,1648.26,1668.885,1590.1,1673.02,1905.45,1879.265,
169,,1450.665,1242.57,1701.65,1336.18,1437.095,1495.365,1685.665,1603.67,1453.9,1668.785,1603.06,1662.96,1610.84,1633.675,1557.28,1634.765,1877.495,1843.48,
177,,1411.665,1218.3,1657.005,1301.56,1408.855,1449.855,1632.36,1572.01,1408.255,1625.525,1563.115,1624.99,1566.19,1594.095,1519.65,1589.345,1837.73,1799.82,
185,1216.52,1368.83,1192.04,1602.41,1267.505,1380.5,1403.18,1573.685,1521.915,1362.2,1570.885,1518.28,1581.935,1519.67,1552.825,1480.105,1539.55,1790.83,1752.975,
193,1193.455,1326.34,1164.665,1543.085,1235.71,1352.605,1357.68,1515.5,1466.94,1317.83,1512.32,1470.565,1536.005,1474.97,1511.04,1441.88,1489.995,1740.015,1706.46,
201,1171.04,1286.805,1137.58,1483.915,1206.29,1325.025,1314.715,1460.995,1415.385,1277.21,1455.015,1422.955,1489.59,1433.1,1471.48,1406.315,1444.375,1687.17,1663.36,
209,1149.81,1252.035,1112.13,1428.22,1179.16,1298.085,1274.9,1412.545,1370.73,1242.265,1402.95,1377.34,1445.34,1395.655,1434.82,1374.42,1404.465,1634.9,1624.705,
217,1130.435,1221.68,1089.295,1378.325,1153.47,1272.19,1239.665,1370.36,1334.33,1213.305,1357.155,1335.78,1404.15,1363.255,1401.305,1347.175,1371.055,1586.725,1590.34,
225,1113.05,1194.775,1069.755,1335.01,1130.785,1248.275,1208.775,1334.325,1303.8,1191.105,1317.825,1299.835,1366.47,1335.61,1369.945,1324.12,1343.5,1544.22,1560.25,
233,1097.475,1170.82,1052.625,1297.955,1111.63,1225.81,1182.385,1303.045,1275.175,1174.695,1285.185,1269.545,1332.25,1311.34,1341.39,1304.5,1320.79,1508.075,1533.0,
241,1083.71,1149.665,1038.39,1266.05,1095.77,1205.155,1160.335,1276.21,1247.445,1163.63,1259.085,1244.82,1301.745,1289.31,1315.295,1286.395,1301.22,1477.765,1507.48,
249,1071.44,1130.23,1026.66,1237.845,1083.36,1186.41,1141.95,1252.44,1219.545,1156.16,1238.105,1225.335,1275.43,1268.865,1290.83,1270.075,1283.08,1453.41,1482.105,
257,1061.265,1111.935,1016.825,1212.09,1075.265,1169.4,1126.84,1230.95,1192.395,1150.715,1221.305,1211.28,1253.155,1249.66,1267.78,1253.78,1265.545,1433.7,1455.27,
265,1053.34,1093.845,1008.43,1189.185,1070.7,1154.185,1114.82,1210.48,1165.2,1144.87,1207.46,1201.605,1233.9,1230.48,1246.2,1237.165,1249.0,1416.41,1426.1,
273,1047.835,1074.775,1002.055,1168.565,1067.925,1140.44,1105.81,1189.31,1139.625,1138.255,1194.8,1195.43,1216.145,1210.73,1226.0,1220.475,1233.3,1398.845,1393.565,
281,1043.665,1053.775,997.685,1149.11,1063.65,1127.415,1098.615,1166.63,1115.915,1130.76,1180.36,1191.52,1197.745,1189.33,1207.565,1203.35,1218.82,1379.135,1357.04,
289,1038.58,1029.65,994.78,1129.775,1052.945,1112.865,1091.59,1140.815,1094.655,1122.235,1161.05,1187.715,1176.655,1164.775,1190.225,1185.55,1206.535,1353.655,1315.45,
297,1029.445,1000.935,992.47,1109.795,1028.455,1093.18,1083.51,1109.58,1075.595,1111.105,1131.73,1180.55,1150.4,1136.09,1173.33,1166.71,1196.405,1318.985,1267.57,
305,1012.175,966.83,988.41,1088.115,981.71,1062.24,1071.94,1070.02,1059.26,1096.035,1085.855,1166.915,1117.235,1101.62,1157.33,1145.46,1186.635,1271.415,1212.74,
313,982.53,927.35,977.67,1062.315,902.29,1011.63,1053.115,1018.195,1045.365,1074.585,1015.79,1144.12,1079.975,1060.715,1141.81,1122.035,1174.005,1207.61,1151.69,
321,937.04,885.56,953.435,1030.71,781.155,931.205,1022.175,951.375,1033.265,1046.765,914.165,1108.81,1043.065,1015.375,1125.58,1096.565,1153.865,1129.45,1086.5,
