ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1,,2460.71698,1915.18868,1834.13208,2513.0,2588.01887,3425.50943,3752.98113,3287.39623,2675.26415,3076.22642,3904.88679,4061.81132,4088.73585,3629.9434,4305.0566,4127.41509,4073.43396,4596.79245,4489.01887
9,,2598.71698,1925.35849,1795.26415,2517.86792,2499.33962,3234.58491,3728.45283,3196.09434,2653.5283,2864.66038,3720.50943,3878.54717,3996.49057,3546.81132,4200.83019,3935.98113,3808.88679,4337.60377,4215.54717
17,,2792.92453,2016.0,1819.56604,2596.69811,2487.77358,3027.77358,3698.37736,3135.90566,2675.49057,2682.64151,3577.41509,3708.09434,3897.5283,3472.0,4072.22642,3768.43396,3577.5283,4112.45283,3959.03774
25,,3038.75472,2179.92453,1912.73585,2742.0566,2545.66038,2833.49057,3676.81132,3112.01887,2728.39623,2529.75472,3477.77358,3559.49057,3786.50943,3403.92453,3933.22642,3627.84906,3388.60377,3935.32075,3723.32075
33,,3329.32075,2411.39623,2075.5283,2948.45283,2668.07547,2681.15094,3663.58491,3127.75472,2799.11321,2414.88679,3413.11321,3434.24528,3671.32075,3350.30189,3766.41509,3514.88679,3239.81132,3803.86792,3528.92453
41,,3652.16981,2692.81132,2312.30189,3195.22642,2835.39623,2588.35849,3662.24528,3169.75472,2863.88679,2345.03774,3357.56604,3328.22642,3548.01887,3315.4717,3591.50943,3415.96226,3113.75472,3708.0,3379.22642
49,,3997.66038,3014.18868,2625.28302,3487.81132,3026.43396,2571.01887,3688.28302,3220.79245,2927.32075,2321.11321,3321.30189,3243.77358,3423.41509,3301.54717,3422.28302,3323.73585,3020.45283,3634.5283,3273.41509
57,,4344.77358,3349.18868,2999.71698,3810.11321,3211.54717,2631.90566,3741.15094,3257.20755,2989.5283,2342.96226,3309.77358,3189.43396,3288.37736,3307.4717,3278.69811,3209.86792,2970.62264,3597.0,3195.64151
65,,4674.32075,3662.09434,3406.58491,4136.07547,3370.83019,2762.54717,3829.50943,3295.39623,3055.33962,2415.84906,3335.0566,3170.67925,3166.01887,3326.77358,3188.50943,3113.9434,2969.35849,3596.64151,3141.45283
73,,4969.16981,3892.64151,3790.9434,4420.62264,3479.03774,2937.0566,3943.58491,3345.37736,3140.11321,2541.30189,3390.49057,3195.64151,3093.20755,3358.5283,3171.13208,3071.13208,3009.92453,3626.64151,3099.30189
81,,5192.43396,4013.73585,4107.79245,4594.4717,3551.13208,3124.58491,4041.75472,3405.96226,3248.43396,2705.0566,3465.03774,3259.35849,3072.11321,3409.60377,3220.49057,3102.58491,3099.96226,3705.79245,
89,,5286.69811,4004.09434,4322.16981,4610.79245,3590.90566,3291.24528,4084.96226,3477.96226,3365.66038,2882.98113,3543.86792,3343.43396,3076.75472,3468.56604,3312.16981,3207.75472,3236.20755,3832.16981,
97,,5246.56604,3871.0,4419.30189,4515.11321,3607.45283,3424.83019,4083.66038,3554.9434,3467.41509,3057.32075,3614.92453,3433.69811,3112.49057,3527.11321,3443.66038,3390.20755,3415.90566,3982.11321,
105,,5041.58491,3630.41509,4369.24528,4337.71698,3606.83019,3511.07547,4056.50943,3622.54717,3543.81132,3220.77358,3666.9434,3511.71698,3177.73585,3591.67925,3608.98113,3638.41509,3639.16981,4132.58491,
113,,4716.28302,3354.66038,4223.43396,4124.01887,3595.03774,3543.45283,4008.33962,3687.49057,3601.5283,3383.41509,3711.11321,3583.54717,3280.37736,3678.84906,3794.30189,3930.16981,3905.16981,4291.32075,
