ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1,,3782.63748,3009.39211,4046.60912,2643.76819,3400.39827,3045.81258,3887.46116,2967.38348,2759.84464,3843.19112,3758.79038,3568.23674,3361.91985,3791.12824,4176.46116,3741.20222,3964.65475,4095.81751,3860.76572
9,,4110.71393,3247.31073,4262.44883,2945.86806,3657.83354,3218.75462,4285.85327,3237.91122,3072.02836,4084.52528,3992.30333,3793.79531,3679.1344,4091.28483,4538.86313,3992.39581,4254.13564,4429.92602,4035.18249
17,,4475.23674,3540.5561,4526.64858,3344.75832,4008.43033,3399.50801,4709.43773,3610.97287,3478.04069,4294.0037,4295.38594,4074.04192,4047.14673,4424.64612,4919.4217,4325.75462,4610.88656,4799.64982,4263.50432
25,,4856.75339,3857.60789,4857.03699,3839.64858,4450.77928,3607.00493,5120.22195,4086.36621,3953.01973,4497.56597,4666.8582,4405.03699,4439.14797,4787.51788,5294.76326,4743.27497,5025.16893,5167.36005,4548.80518
33,,5233.70654,4197.80888,5237.2836,4406.52158,4971.5561,3869.24908,5504.46363,4626.5561,4437.88533,4710.67571,5080.31443,4770.28853,4839.44883,5163.1344,5624.37731,5222.89026,5456.56473,5541.93095,4895.37485
41,,5589.34402,4557.57337,5638.90136,5032.82244,5516.20962,4193.4402,5837.22688,5170.59926,4902.20222,4934.54131,5503.97781,5128.70777,5239.10604,5524.66831,5905.47842,5712.36621,5830.86683,5916.50062,5284.27374
49,,5905.02959,4901.22072,6014.05179,5664.33046,6005.54501,4585.49075,6121.81381,5662.37855,5333.19236,5186.90506,5918.41184,5495.44513,5649.79038,5880.28483,6130.89889,6147.41924,6156.164,6285.418,5672.57953
57,,6171.37115,5217.25154,6331.51911,6197.61529,6375.87176,5023.47965,6353.98027,6030.18866,5709.87176,5474.59186,6272.19236,5862.24661,6055.79901,6208.19729,6309.28237,6473.61652,6434.14673,6603.69667,5989.90012
65,,6357.57707,5481.75709,6557.41554,6580.26141,6616.1566,5451.33909,6532.76326,6264.19482,6012.87793,5792.54501,6552.67571,6203.73366,6419.49322,6482.31689,6459.67078,6681.17263,6642.16523,6856.80641,6256.81874
73,,6435.86683,5619.25771,6674.27127,6765.05795,6720.09618,5786.08385,6652.18372,6366.83724,6248.92355,6107.84094,6724.58816,6464.23674,6691.51171,6639.32799,6579.19482,6753.31936,6782.67694,7021.70037,6500.16646
81,,6395.31566,5603.44883,6656.04932,6727.04686,6672.00617,5988.76449,6673.62392,6319.33046,6413.16276,6340.59309,6753.8582,6585.18866,6824.15043,6646.5524,6621.77312,6684.51788,6845.19482,7080.66091,
89,,6236.43403,5417.04932,6498.4217,6470.61652,6457.54994,6039.43527,6527.54501,6105.53884,6462.12947,6442.64735,6617.44266,6560.23428,6754.02959,6491.10358,6507.39581,6489.38471,6797.30949,6988.71023,
97,,5943.12824,5064.8767,6197.35018,6010.74599,6064.35142,5931.02466,6173.05179,5725.51295,6314.65845,6362.75462,6303.34279,6384.1344,6480.5746,6170.73243,6186.40321,6152.62885,6609.25647,6752.94328,
105,,5491.94698,4583.35142,5770.54254,5403.34279,5504.52035,5640.83477,5661.22441,5212.66831,5942.31689,6079.38964,5801.31073,6044.39827,6004.84834,5696.81504,5636.84957,5696.60912,6247.16523,6376.4143,
113,,4920.95561,3996.81258,5214.08755,4715.1381,4813.65351,5159.04932,5056.22318,4613.5598,5372.47965,5590.76942,5135.94205,5562.59309,5343.0,5098.66461,4971.47596,5117.5857,5759.26757,5860.4143,
121,,4281.33662,3435.61036,4581.44513,4007.45623,4135.31813,4556.62145,4411.48212,4004.47226,4677.164,4969.02713,4439.10851,4986.49692,4608.97041,4470.72133,4294.93095,4509.0111,5209.40321,5269.54377,
129,,3658.81628,2967.27497,3960.46239,3357.25401,3553.86806,3949.14303,3809.75462,3450.26634,3979.43896,4316.14673,3802.07152,4358.43896,3932.45869,3870.53884,3697.04686,3967.418,4611.1603,4672.7016,
137,,3118.86683,2628.36745,3427.09001,2825.36868,3111.81751,3413.45869,3293.02219,3007.39457,3372.20962,3726.52404,3292.51665,3772.45006,3386.22441,3374.49815,3242.46363,3537.14797,4052.44143,4136.48952,
145,,2709.67078,2425.75092,3012.92848,2443.291,2807.31319,2997.54994,2900.31073,2696.2836,2915.10111,3252.85697,2946.20469,3303.34279,3011.83354,3022.44513,2954.79531,3238.3021,3593.24291,3721.76695,
153,,2453.76695,2354.73613,2729.75709,2222.86683,2632.5783,2723.19605,2643.22688,2526.00493,2638.6979,2918.27004,2771.12824,2985.15413,2823.38101,2842.64365,2836.10851,3080.55487,3271.64242,3459.02466,
161,,2359.22318,2403.47596,2576.97781,2170.66091,2585.46116,2607.94081,2524.4143,2494.67324,2554.27867,2738.23798,2764.79778,2838.51665,2826.90629,2840.22318,2881.85327,3059.71023,3113.65598,3358.72256,
169,,2436.46979,2581.58816,2565.51171,2291.5635,2664.95684,2664.38841,2558.87176,2605.81011,2668.06289,2717.19605,2926.37361,2876.35265,3025.24291,3002.47349,3077.32799,3174.45376,3139.46116,3434.12824,
177,,2689.71393,2891.39704,2702.19236,2584.74353,2854.127,2896.26757,2758.78915,2864.34279,2973.418,2860.06782,3258.84834,3100.96917,3401.24908,3303.75832,3394.85327,3433.16276,3358.32799,3697.95068,
185,2211.09741,3108.34155,3334.00617,2988.39951,3038.836,3145.5857,3289.91739,3124.18866,3268.04932,3442.4291,3164.83477,3753.44266,3494.19605,3919.22318,3702.91985,3816.20715,3833.09371,3762.90259,4133.11344,
193,2931.36128,3652.77559,3882.2947,3414.36128,3623.88163,3530.04686,3804.41184,3619.54377,3796.34032,4026.81874,3612.58076,4375.77312,4007.38224,4508.45499,4173.97287,4325.37115,4340.99753,4320.82121,4690.76202,
