ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1,,1499.493005,1422.647564,1279.75847,1355.30777,957.312321,1093.712287,1469.709422,1611.665431,1530.825383,1323.877128,1141.629193,1691.905276,1785.758301,1878.0836,1623.719703,1645.459295,1614.187595,1439.350919,1748.270858
9,,1469.359852,1404.556042,1189.77347,1310.833137,970.710096,954.704534,1452.906118,1604.144278,1500.227035,1054.285016,1077.327322,1634.261756,1740.452891,1842.451037,1531.941514,1619.395921,1527.559751,1316.520816,1735.878982
17,,1457.413113,1414.672847,1117.099107,1315.432833,1056.125906,863.230575,1455.180179,1623.933929,1479.161301,815.799764,1086.424237,1596.223664,1709.796899,1838.619922,1446.323445,1622.063037,1456.131637,1305.665431,1756.911343
25,,1464.968313,1459.837519,1077.254003,1383.203944,1183.336592,840.900219,1479.036407,1674.865667,1474.711276,651.118321,1158.305579,1583.224676,1706.942862,1874.854037,1377.232934,1661.278948,1410.943199,1403.891792,1812.873251
33,,1506.061689,1546.964942,1091.322771,1509.989044,1329.104332,900.206641,1530.229058,1770.465026,1493.385134,585.928367,1279.782066,1605.918085,1746.171583,1954.652284,1356.276757,1746.369122,1399.589078,1585.116467,1907.254172
41,,1594.207315,1678.566324,1175.484072,1693.002697,1484.845272,1041.210517,1624.152537,1922.66206,1539.005225,632.809203,1448.55638,1671.644025,1840.310635,2090.166526,1410.006068,1885.648239,1428.439912,1820.404349,2040.234451
49,,1740.20327,1853.686668,1325.235126,1931.056632,1657.5343,1239.821844,1769.481375,2134.693578,1632.724423,791.973201,1669.682623,1786.382774,1998.435362,2287.948087,1524.469071,2082.718355,1516.93494,2101.356481,2209.487443
57,,1951.903759,2068.212371,1532.773302,2217.644868,1850.87106,1487.047868,1971.170403,2398.795887,1783.287207,1050.047699,1944.789314,1952.131468,2220.868532,2545.748694,1700.30895,2330.485083,1685.629361,2412.452722,2406.289061
65,,2230.185741,2313.77701,1786.532951,2544.725603,2075.973875,1777.990056,2228.817125,2712.128266,1995.634755,1374.867184,2270.269172,2170.888421,2502.635766,2853.429799,1940.960728,2627.295466,1939.079218,2759.745997,2626.167875
73,,2570.69914,2575.190629,2079.788303,2892.378729,2337.862464,2105.806,2536.159953,3063.764032,2270.346536,1751.311478,2629.433845,2434.37401,2831.054441,3185.780212,2243.829429,2962.516939,2273.465869,3142.652284,2857.502444
81,,2954.329007,2839.704871,2399.056127,3230.199056,2636.1463,2461.339289,2872.91404,3433.312827,2594.950952,2160.585876,2992.084106,2740.548121,3180.798921,3528.26243,2595.135345,3318.193325,2678.225013,3553.200573,
89,,3340.825721,3096.297657,2732.284005,3510.974718,2954.801281,2831.111916,3227.737232,3792.103658,2944.980617,2581.368279,3340.895331,3081.266476,3516.281982,3861.732513,2973.259734,3666.566155,3131.864487,3958.994438,
97,,3691.242879,3325.392719,3062.620428,3738.30777,3266.202259,3189.110905,3581.351761,4104.337435,3289.639474,2992.420361,3658.95938,3440.214731,3829.374853,4163.425249,3359.214731,3983.930221,3603.616383,4332.454239,
105,,3948.642171,3505.528569,3356.22417,3909.419349,3532.204113,3506.72122,3903.907635,4334.536491,3581.53194,3372.309287,3921.532614,3791.948087,4104.693747,4415.47615,3725.409574,4256.637789,4045.263779,4633.293949,
113,,4106.543907,3618.786617,3611.378392,4022.895837,3731.138884,3766.495702,4167.369122,4459.261251,3814.268667,3689.069442,4116.812911,4100.378223,4322.59818,4598.095567,4044.37974,4468.42744,4438.039778,4856.233777,
121,,4164.512894,3664.536996,3811.285185,4073.43435,3856.164504,3955.142087,4348.379066,4494.612506,3977.745323,3941.802461,4247.82808,4351.082757,4474.892129,4704.38328,4286.631384,4613.545255,4751.869206,5001.712287,
129,,4144.561773,3657.762515,3942.629698,4063.415641,3916.554863,4065.501096,4442.451205,4466.674364,4071.494859,4127.595483,4322.607113,4520.103995,4544.677061,4729.033373,4437.858588,4687.806,4972.6806,5074.464858,
137,,4066.225181,3611.567672,4002.332715,4004.795887,3926.621271,4102.291252,4458.165178,4397.22299,4100.915051,4248.495196,4348.595651,4594.610821,4545.823024,4680.554694,4497.704197,4699.132648,5086.322771,5082.000843,
145,,3948.669981,3544.31013,4003.542221,3914.716669,3901.573909,4069.884713,4411.892129,4309.46452,4077.768414,4308.982808,4336.153717,4589.790662,4499.075341,4590.56447,4486.394741,4661.845946,5083.591269,5037.825383,
153,,3814.900219,3471.599697,3961.261419,3812.256194,3859.344008,3993.076016,4319.292432,4216.347042,4017.732007,4318.851003,4295.687511,4530.879488,4427.783752,4483.530592,4432.099612,4594.814596,5004.936626,4955.74448,
161,,3684.203101,3407.929715,3889.622114,3712.58655,3816.384797,3893.671835,4196.041294,4131.44834,3937.792516,4288.661048,4241.296983,4444.473454,4351.825552,4381.244564,4362.523513,4513.825383,4889.657509,4857.029833,
169,,3570.578965,3361.71549,3807.287376,3628.390696,3782.092196,3788.682454,4067.478173,4065.222147,3853.191471,4231.457104,4190.825215,4349.416821,4286.788303,4296.690039,4296.148997,4430.526041,4769.532109,4759.838699,
177,,3484.220293,3335.015675,3729.499073,3565.471094,3760.356481,3695.874094,3954.605259,4018.625653,3774.808866,4160.452722,4153.673352,4264.609135,4244.964436,4234.930389,4244.230743,4352.956852,4666.608461,4681.719198,
185,3016.893477,3426.755267,3323.73639,3666.243722,3524.618574,3752.558571,3624.048711,3868.608124,3985.083095,3710.610989,4090.06034,4132.663914,4199.147312,4229.619585,4194.009607,4209.847126,4285.334569,4592.649587,4631.421372,
193,3028.15675,3395.221305,3318.41345,3622.077364,3505.278274,3757.368953,3575.914546,3817.115793,3973.628856,3664.60863,4032.612843,4128.066071,4156.473791,4238.890949,4172.08832,4192.473791,4230.846283,4551.89668,4611.990561,
201,3037.496376,3381.96983,3305.489129,3596.516434,3501.634923,3767.845778,3544.672678,3799.064049,3980.448677,3633.899376,3994.782741,4132.962414,4133.495871,4260.55402,4162.663914,4182.312321,4185.582168,4538.700994,4618.542053,
209,3043.004888,3379.783246,3279.125906,3587.462498,3504.308613,3774.362043,3517.878982,3808.031519,3991.097421,3615.704871,3977.497893,4136.365582,4124.098264,4277.292095,4154.123883,4170.23108,4143.055453,4543.780212,4641.973706,
217,3038.278443,3378.131131,3234.047362,3585.358166,3498.952132,3765.496208,3486.895668,3832.84089,3988.099949,3601.735884,3974.067251,4119.371144,4118.24743,4266.547278,4132.679252,4142.617057,4095.906793,4551.171583,4668.018203,
225,3020.522164,3366.009102,3167.40772,3581.250295,3475.24507,3729.429125,3442.630204,3857.598348,3960.118658,3581.468903,3975.832968,4066.970167,4104.884544,4223.597843,4089.803978,4095.391876,4039.336929,4541.696275,4681.14057,
233,2983.77583,3334.542053,3077.101129,3561.841733,3425.140233,3652.436373,3375.910332,3867.758975,3900.625485,3544.120849,3966.477499,3975.165178,4074.387157,4150.043486,4019.234788,4021.601382,3968.014664,4497.42272,4662.74212,
241,2925.623799,3276.720715,2966.696275,3519.164167,3342.612169,3531.646048,3282.687679,3848.299174,3802.969661,3482.064386,3935.133154,3850.167706,4021.025451,4048.84207,3918.44952,3920.60391,3881.263779,4411.650935,4598.433339,
249,2844.69914,3187.219113,2838.85825,3447.346199,3234.365582,3373.445306,3160.975223,3789.945559,3665.145289,3385.751222,3865.309624,3704.828923,3941.180684,3917.724254,3784.258385,3795.528569,3777.504635,4285.885555,4477.759144,
