ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1,,2622.242359,2502.238485,1778.713302,2378.848472,2161.877744,2069.653465,2450.208782,2451.3065,2415.699096,2339.475678,2188.421438,2506.677142,2487.474387,2683.920792,2339.811451,2628.526044,2543.331468,2579.705553,2866.354283
9,,2580.238054,2424.532501,1601.535514,2342.680155,2133.554025,1912.961257,2361.854929,2390.277228,2328.28842,2143.171761,2093.652604,2412.782178,2425.222127,2619.281533,2182.541111,2578.183384,2407.420577,2484.696944,2828.006888
17,,2532.092122,2327.08136,1450.849763,2342.772708,2100.420577,1813.679294,2275.532501,2318.097718,2219.330176,1960.557469,2004.905295,2309.454585,2355.109772,2567.557899,2044.79294,2526.832544,2259.086526,2440.223848,2786.973741
25,,2473.36978,2261.152389,1350.29703,2376.303917,2047.955661,1778.85579,2199.737839,2243.038743,2094.418855,1823.955661,1911.792079,2204.329746,2294.603099,2524.895394,1962.734395,2483.661214,2103.506672,2422.857081,2749.095997
33,,2419.190702,2236.076195,1329.781317,2428.399914,1977.38743,1810.277658,2148.634094,2202.893672,1973.27895,1745.993973,1844.277658,2112.317262,2247.773569,2500.223418,1958.42359,2460.736117,1961.619458,2427.27034,2718.80198
41,,2368.929402,2257.303487,1397.006027,2486.724064,1928.665519,1900.541541,2137.357297,2221.828239,1905.018511,1735.055101,1842.175204,2057.245372,2213.408954,2500.29703,2021.5678,2466.478691,1856.766251,2441.362893,2699.093414
49,,2330.331468,2314.230306,1546.052088,2548.133018,1951.209643,2011.121395,2169.109772,2292.386139,1912.103745,1783.876022,1908.786053,2046.217391,2187.373224,2521.750753,2107.041756,2505.7839,1812.471804,2473.735256,2693.431339
57,,2329.854929,2389.427895,1750.845028,2606.42359,2048.325872,2119.166595,2226.067155,2380.91907,1979.011623,1880.193715,2029.902282,2067.981489,2193.188549,2548.804563,2198.2613,2561.006888,1861.248386,2523.208782,2694.284976
65,,2366.407663,2471.077486,1961.011192,2667.456307,2204.606113,2218.08093,2304.159277,2483.467929,2089.840723,2007.066294,2176.29746,2134.458459,2272.367628,2587.908308,2298.09901,2629.597073,1994.869565,2599.470082,2696.729229
73,,2435.913043,2545.638829,2165.895824,2723.212226,2398.36978,2308.039604,2402.320276,2598.604391,2219.815755,2168.096858,2320.642273,2229.16229,2396.332759,2637.476969,2412.041326,2716.905725,2194.131296,2712.087817,2697.498924
81,,2534.102454,2607.934567,2348.824365,2773.947482,2595.951786,2398.263022,2517.573827,2717.691778,2360.500215,2349.100732,2452.643995,2347.570383,2536.57641,2708.32415,2537.012914,2818.322428,2430.179079,2857.467499,
89,,2657.186397,2663.109341,2510.469651,2819.449419,2763.725786,2492.778304,2640.740422,2824.93715,2504.10805,2521.337925,2576.795954,2484.651743,2668.040895,2799.755489,2661.473095,2927.007749,2675.532501,3019.909169,
97,,2785.358158,2711.332329,2662.446836,2859.387,2905.416703,2590.029703,2758.471804,2896.36074,2639.978907,2677.63022,2695.147654,2640.179079,2788.426173,2905.739991,2785.559191,3036.018511,2918.911752,3191.296599,
105,,2890.086096,2748.366767,2803.003444,2893.387861,3025.932415,2675.139044,2871.916487,2946.698666,2761.305639,2810.247955,2799.876022,2805.176065,2891.905295,3015.940594,2906.203616,3131.551012,3138.314679,3343.434352,
113,,2960.20749,2767.003444,2934.737409,2919.560913,3122.321136,2746.42359,2965.462333,2972.089539,2864.387861,2908.01765,2880.415411,2961.926388,2969.914335,3119.391735,3009.611279,3206.201033,3328.227292,3475.608696,
121,,3002.632372,2772.123978,3051.286268,2932.309514,3190.228584,2802.604821,3035.719328,2978.121825,2942.382264,2978.03573,2934.722772,3096.49505,3025.670684,3202.429186,3081.264313,3255.289712,3477.368059,3576.525613,
129,,3032.01808,2760.250969,3142.989669,2927.430478,3230.750753,2841.00904,3081.239346,2968.633663,2979.322428,3021.568231,2965.003013,3181.439518,3053.479983,3256.380112,3116.797245,3270.083082,3575.842015,3647.770125,
137,,3050.703401,2743.368489,3205.395179,2902.589755,3245.466638,2860.541541,3105.530779,2951.895394,2978.375377,3034.128713,2978.193715,3212.115368,3057.310375,3277.758502,3120.74774,3255.03573,3615.4774,3693.3065,
145,,3054.376238,2727.637107,3237.117951,2863.57641,3225.557038,2863.133448,3108.101593,2936.24365,2948.879036,3022.354714,2981.847611,3200.069307,3043.641842,3269.040895,3106.997848,3225.146362,3609.575118,3719.609126,
153,,3043.3517,2710.284546,3249.543263,2821.22514,3198.353422,2847.751184,3091.510116,2919.352992,2903.339217,2993.269049,2982.955661,3167.512269,3023.337064,3245.185966,3085.011623,3192.340938,3573.700818,3723.699957,
161,,3032.323289,2679.046922,3251.518295,2782.250969,3179.829961,2825.983642,3049.083513,2888.623762,2848.327594,2953.418855,2989.498924,3127.150237,3010.760654,3220.146362,3064.773138,3160.475678,3520.064141,3708.359879,
169,,3025.31511,2649.870857,3251.291433,2753.457167,3173.966423,2811.853638,2993.211365,2859.386569,2799.616875,2911.415842,3008.341799,3093.645286,3015.873009,3201.682307,3051.9096,3129.808437,3458.694361,3687.257426,
177,,3031.049074,2630.43263,3252.315971,2742.203616,3173.264313,2813.192854,2938.72966,2843.066294,2766.810159,2873.860956,3040.45932,3073.026259,3045.850624,3189.463194,3048.597073,3098.112785,3402.446406,3668.910461,
185,2915.277658,3047.647439,2628.219974,3249.086957,2752.15325,3168.268188,2835.346965,2900.456737,2855.206629,2755.54972,2838.936289,3085.346535,3062.390874,3099.599225,3187.74774,3041.764959,3069.242359,3351.429186,3644.302626,
193,2887.784761,3063.159277,2640.836849,3223.947482,2783.231597,3160.186397,2875.551873,2878.266896,2904.400775,2770.73009,2801.503659,3141.045631,3045.226001,3169.001722,3198.370211,3031.151959,3051.528196,3321.608696,3618.545415,
201,2864.72105,3075.81963,2656.928971,3196.620319,2833.364184,3150.901421,2926.714593,2865.018511,2986.599225,2807.894533,2771.967714,3201.653896,3032.817477,3248.488162,3215.365476,3018.446836,3039.814034,3313.943177,3601.245803,
209,2847.573396,3090.466207,2665.588033,3179.171761,2897.823504,3138.913043,2972.258717,2859.164443,3087.776152,2856.642703,2755.241498,3253.277228,3026.582437,3326.749892,3235.919931,3007.259148,3024.677142,3314.610848,3598.313388,
217,2840.515282,3102.003013,2659.232458,3172.785192,2956.732243,3118.827378,3007.722772,2860.851485,3188.515712,2919.71201,2753.830822,3277.749462,3022.794232,3391.229014,3250.754628,3000.956522,3007.015497,3327.227292,3600.290142,
225,2840.379681,3103.456307,2638.492036,3173.712441,2990.319415,3081.224279,3007.27938,2862.943177,3296.607404,2994.626776,2769.001291,3276.575979,3024.989669,3427.836418,3234.903142,2998.2613,2990.897977,3351.617736,3604.930693,
233,2835.489884,3097.400344,2614.443823,3174.262591,3000.704692,3033.51313,2978.276367,2859.578132,3366.497202,3077.391735,2795.903573,3250.938011,3024.741283,3431.98192,3206.264313,2994.190702,2981.536375,3378.880327,3605.078777,
241,2820.021524,3079.406802,2594.09944,3172.375807,2994.745157,2988.663366,2936.129574,2850.547998,3397.584158,3160.217391,2835.55876,3209.541111,3001.200603,3411.736548,3167.032286,2974.386139,2976.236763,3408.759793,3597.860956,
249,2794.912613,3048.795523,2582.185966,3163.546276,2979.127421,2949.465347,2889.907017,2834.800258,3390.744727,3223.927249,2893.285407,3157.453293,2967.476969,3366.929402,3114.814034,2938.486009,2976.521739,3429.870857,3563.15282,
257,2762.822213,3008.196728,2579.883341,3141.398192,2956.625915,2910.863969,2842.660783,2815.445545,3354.499785,3241.895824,2938.470512,3101.447266,2935.844167,3307.955661,3048.646578,2884.678864,2979.857942,3428.267327,3500.609987,
265,2728.507964,2965.647869,2584.416272,3106.474387,2931.923375,2867.142919,2797.819199,2792.0452,3293.29703,3229.222988,2956.701248,3045.529918,2915.485149,3246.246233,2975.663797,2817.127852,2982.724925,3415.931124,3418.807146,
273,2696.570383,2925.35127,2592.103315,3063.493758,2907.783039,2812.725786,2754.4774,2756.514851,3211.835127,3202.39604,2950.283254,2994.858373,2911.489023,3195.490314,2890.99096,2747.123978,2981.109341,3398.442101,3332.59449,
281,2672.956952,2885.890228,2600.935428,3014.106759,2886.534653,2760.672837,2714.114938,2716.409815,3125.030133,3169.579423,2926.421007,2955.849333,2923.074903,3158.749031,2815.172191,2687.944468,2971.569092,3383.33319,3249.244081,
289,2659.476539,2848.965131,2604.160568,2958.940164,2868.304348,2716.577271,2679.298321,2676.532501,3041.878175,3129.396901,2892.35127,2924.085665,2939.101162,3125.082652,2754.367628,2648.82006,2953.247094,3375.149806,3179.379681,
297,2656.292294,2820.014206,2599.574688,2903.69393,2848.111063,2677.48687,2655.430478,2646.564787,2965.588033,3086.555316,2853.095136,2890.91907,2945.923805,3093.463194,2711.377099,2632.357727,2930.911322,3362.640981,3125.39604,
305,2664.579423,2801.752045,2587.89195,2857.99139,2816.993973,2647.10805,2642.415842,2625.727938,2894.370641,3041.930263,2813.707706,2857.569092,2922.757211,3060.084804,2683.976324,2640.58588,2910.924666,3331.267757,3090.312957,
