ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1,,1750.7358,2254.4331,1276.78249,1352.6741,1635.34775,1062.13277,1271.74665,2112.84627,1415.124,2085.12578,1954.62786,1961.35772,1928.35593,2701.47145,1690.77639,1602.80627,1896.00387,1766.75676,1801.99034
9,,1801.88849,2324.62935,1287.6457,1311.55129,1717.8372,937.21335,1363.01204,2172.13544,1330.43547,2015.78784,2066.74234,1897.23446,1924.17187,2700.53687,1631.9719,1607.24532,1848.23104,1737.70785,1880.80404
17,,1885.32635,2386.48216,1335.7419,1362.67291,1838.416,908.52067,1513.73327,2243.29884,1274.81564,1963.34969,2207.6909,1834.04029,1944.16652,2698.98082,1585.39771,1630.35162,1803.39593,1774.83527,1983.47309
25,,2012.51814,2460.58162,1440.61597,1519.19581,1987.1799,995.34716,1712.40187,2342.50714,1264.84835,1946.30523,2360.54758,1780.01353,1989.61656,2705.07062,1581.84077,1679.42596,1783.99613,1878.86664,2095.9438
33,,2187.00624,2552.37675,1623.57865,1764.97547,2149.55709,1194.79944,1955.16682,2494.55085,1307.05754,1980.03197,2527.59069,1767.61582,2066.12578,2730.30538,1643.13574,1760.42878,1812.41734,2033.91719,2207.43741
41,,2405.65641,2653.00253,1903.83616,2061.21067,2318.06111,1476.77119,2235.2804,2703.90351,1410.11879,2069.2691,2709.9377,1833.85088,2176.25572,2780.08594,1780.93414,1872.24264,1910.13589,2214.49599,2311.06453
49,,2665.72093,2749.02304,2267.1689,2349.4606,2503.75602,1779.59768,2534.83452,2935.48246,1585.7758,2199.93027,2898.10883,1970.39994,2337.0901,2854.57895,2001.58043,2003.79944,2076.44767,2407.10333,2406.35459
57,,2954.96447,2825.95465,2666.43443,2599.90262,2718.20577,2055.2419,2834.71291,3142.9102,1836.03851,2355.00164,3078.40187,2145.10853,2536.15522,2954.25126,2278.70086,2137.57672,2305.54297,2604.53078,2488.11047
65,,3252.78591,2874.7306,3037.36664,2796.03539,2957.50074,2257.6234,3116.9835,3310.90589,2125.34954,2507.19387,3240.31951,2332.16027,2749.81757,3060.90633,2573.31103,2253.19774,2580.67276,2799.70309,2557.42194
73,,3534.68927,2890.64496,3288.15165,2919.91005,3203.56304,2371.72287,3367.646,3425.3821,2403.23149,2642.51769,3362.18644,2506.18153,2953.14511,3152.38061,2846.12831,2319.07018,2873.29141,2983.12444,2615.77758
81,,3764.54654,2877.38582,3412.29825,2971.48156,3422.6182,2406.8534,3573.876,3479.65537,2630.21989,2740.49941,3425.66236,2642.64645,3106.58029,3214.99286,3049.15894,2342.18376,3151.07077,3141.58445,
89,,3907.67083,2837.44484,3426.83244,2960.14392,3574.3146,2384.12117,3725.0669,3470.91362,2769.31207,2786.52617,3413.01695,2716.3085,3178.43741,3235.06705,3147.96863,2333.42581,3369.14318,3257.99807,
97,,3964.56572,2771.38492,3355.6347,2896.05337,3617.47012,2324.02632,3803.73848,3398.7975,2814.52245,2792.26137,3327.50327,2728.52468,3170.37258,3216.59961,3156.0785,2302.29468,3513.61537,3314.4267,
