ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1,,425.2921348,12.2696629,-100.3314607,278.8202247,-197.011236,215.3089888,208.9831461,25.3820225,1208.5,592.1741573,367.4606742,260.0955056,768.2865169,397.7022472,981.3370787,1125.5674157,599.988764,725.0617978,475.5
9,,352.9494382,-60.2247191,-201.9269663,129.3707865,-258.3764045,91.1853933,51.0337079,-12.6741573,1022.0505618,428.8089888,261.2977528,150.4662921,520.8258427,331.9494382,756.3988764,1012.5730337,400.3033708,592.6067416,534.3370787
17,,280.3202247,-91.6292135,-274.7247191,-2.6292135,-294.5224719,14.8258427,-84.3483146,-31.9269663,825.9719101,285.8988764,192.9044944,64.0168539,288.5449438,314.0,543.8146067,868.3370787,219.1404494,507.0898876,605.2977528
25,,203.2865169,-79.5168539,-318.1460674,-105.6685393,-307.7808989,-12.7247191,-192.2022472,-39.9044944,651.8202247,176.1797753,164.9157303,-2.0393258,85.5898876,346.5224719,358.2134831,706.0561798,71.2134831,476.7247191,665.3820225
33,,134.9831461,-20.4494382,-330.8876404,-169.011236,-298.6292135,9.1404494,-267.6516854,-38.258427,522.3764045,108.7359551,179.7078652,-46.1460674,-75.9662921,426.2134831,211.9269663,561.5955056,-29.758427,505.0898876,699.6910112
41,,85.4662921,87.5730337,-309.4775281,-182.988764,-263.8764045,79.0955056,-305.2359551,-9.7247191,457.5449438,89.2696629,236.8764045,-64.4719101,-187.9213483,543.8820225,114.8258427,465.2359551,-73.5955056,589.0617978,705.2191011
49,,66.9269663,246.4438202,-249.752809,-142.4775281,-196.8089888,197.1853933,-299.2191011,64.8202247,468.1797753,123.505618,333.6235955,-54.1910112,-243.0,688.6516854,76.2921348,439.6179775,-49.6853933,720.6853933,679.2865169
57,,89.1741573,453.241573,-146.7808989,-44.9157303,-88.7078652,359.0337079,-242.6348315,200.4382022,555.0842697,214.4382022,471.1573034,-14.5730337,-234.4325843,847.505618,105.0955056,497.1966292,50.3202247,885.3202247,637.8370787
65,,161.7247191,696.9382022,5.6516854,112.505618,68.5842697,554.7191011,-128.3932584,407.4382022,711.6292135,364.1460674,649.6797753,66.5561798,-154.6910112,1000.9213483,209.6685393,643.5842697,235.3089888,1076.0617978,593.9325843
73,,289.2303371,956.3370787,209.0449438,328.7078652,281.011236,767.6910112,46.4438202,686.1067416,919.7247191,569.0393258,862.0393258,203.0393258,3.0730337,1161.6123596,392.8370787,870.0842697,506.247191,1286.8314607,551.3089888
81,,475.1685393,1216.4550562,458.9044944,596.7022472,552.4719101,989.1685393,278.4606742,1023.3483146,1154.1404494,823.752809,1101.1629213,406.3314607,242.7865169,1358.252809,652.5786517,1157.4044944,855.7977528,1516.0561798,
89,,715.4438202,1475.3258427,750.7078652,907.6910112,876.1067416,1214.9775281,561.9382022,1396.5280899,1394.1685393,1112.9044944,1357.8876404,679.3764045,558.6011236,1601.8988764,975.1179775,1474.011236,1262.5842697,1758.4775281,
